"userID","method","condition","FINAL_03","FINAL_04"
"59879314795481","VR","Mill","it is not so important to me to have a display ALWAYS on about the filling state it feels like a waste of energy to use light to show the filling state I still would not know when exactly to refill - yellow orange how dark red And some light would be always on in my kitchencupboard - i dont want that",""
"59879314795481","VR","Cup","which color exactly is MY drinkng temperature I will have to experiment and find out and then to remember the exact color when it is ready Is there a personal scaling What if I hand this saucer to someone else - heshe will have to find out his own color ","I have to pay attention to the color to tell when I am allowed to drink I wait for my coffe the time I have to because I eat something in between or talk or  so do something different I dont want to look at the saucer all the time to find out if I can start or not It would distract me from doing something else And if I missed the correct color I would be dissappointed - and would have to drink the coffee the temperature it is as I would have to do without such an artefact"
"59879314795481","VR","Plant","only to have one does not make sense - so every plant would need one and they have different filling states so I have a full palette of colors on my window sill Or I am a slave to my plants and have to water one of them every day 
I find it easier to pick one day to water all of them so much each one needs and they have just to wait until next time It does not make sense to me to specifically pay attention to ONE i would feel I would have to look after them every day","too many light in my room - or do I have to turn it on and off too many different colors too difficult to find out the exact water level for a specific plant - what if I have plants that like it dry do I have to calibrate the pot by myself or remember that plant-A is OK with orange for a while and can die if it is tooo wet and plant-b needs water every day then I dont need this artefact as I have to remember even more things"
"36664622776698","VR","Mill","It saves time and helps to avoid emergencies like running out of stock","I liked about artifact is the way they looks is so real"
"36664622776698","VR","Speaker","Use of artifact is very obvious that we use speaker everyday","Control buttons can be provided on the same stick with the help of other controls"
"36664622776698","VR","Plant","Can be useful for the people having plants in their home but can be extended for outdoor use also by exploring the options Indications about overfeeding may help","Audio indication of lower level can also be useful "
"36664622776698","VR","Cup","Definitely its very useful","Temperature can be set as per users taste"
"85406913030644","in-situ","Plant","","like straight forward to use
dislike the light being always on could be stressful at night maybe"
"85406913030644","in-situ","Cup","useful because you can see directly if the beverage is ready to drink so you can do other things in the meantime","like the simplicity
dislike -"
"85406913030644","in-situ","Mill","maybe it is useful to plan ahead when to buy new spices other than that I think it is unnecessary",""
"85406913030644","in-situ","Speaker","not really useful since Im able to hear how loud the music is without a visual confirmation",""
"92958668987578","in-situ","Cup","Its useful if someone is bad at detecting the temperature themselves Otherwise its quite an overkill","It has a simple design and the color scheme indicating the temperature is quite intuitive to understand even for a layman"
"92958668987578","in-situ","Plant","Yes its very useful for getting reminders about when to water a plant","It is simple to use and solves a very real problem of watering plants regularly because although the activity may seem simple I often forget to do it"
"92958668987578","in-situ","Speaker","It is useful to know the volume levels without having to look at the device which is playing the music","It is simple to use and can be a fancy thing to have but its utilitarian appeal is not so much as the other devices"
"92958668987578","in-situ","Mill","It is useful to know the current level of salt without having to open the container and look inside","It is a simple sensor to see the current levels"
"18482691685545","in-situ","Mill","I think its a bit more of a gimmick instead of being truly useful","I like the simplicity"
"18482691685545","in-situ","Speaker","I think it could be a cool feature to use however I can hear how loud music is and don`t necessarily need it to be visualised","I like the colours "
"18482691685545","in-situ","Plant","I believe its rather useful to have such an artifact because it makes managing plantlife easier and even lets people grow plants that usually wouldnt be able to due to no-talent in that area","It is a bit bulky "
"18482691685545","in-situ","Cup","It would definitely be useful to have that kind of artifact if only to not be surprised by drinking a cold beverage without warning","I like that you can set a preferred temperature for your chosen beverage"
"59420323646347","online","Cup","It might be useful to estimate the heat of the drink inside the cup faster than estimating the heattemperature with tactile sense ","Usage of intuitive colors and dynamic change of colors regarding the temperature change"
"59420323646347","online","Speaker","For me this artifact would be not that useful The volume display on the smartphone tv or laptop is for me more than enough","I like its simple look and the usage of intuitive colors for displaying the changes of the volume"
"59420323646347","online","Mill","For me this kind of artifact doesnt suite to basic stuff like groceries",""
"59420323646347","online","Plant","It signals if the plant needs water and this helps if eg I am distracted by other stuff","The design and usage of intuitive colors"
"16735469086095","online","Cup","",""
"16735469086095","online","Mill","",""
"16735469086095","online","Speaker","",""
"16735469086095","online","Plant","",""
"93208158327578","online","Mill","",""
"93208158327578","online","Cup","",""
"93208158327578","online","Speaker","",""
"93208158327578","online","Plant","",""
"94084965825178","online","Cup","",""
"31500174336951","online","Cup","",""
"94084965825178","online","Plant","",""
"31500174336951","online","Plant","",""
"94084965825178","online","Mill","",""
"31500174336951","online","Mill","",""
"94084965825178","online","Speaker","",""
"31500174336951","online","Speaker","",""
"14446891594762","online","Mill","Salt-shaker - Not useful Isnt the point of having the glass container as transparent to know the level of salt inside the container","Salt-shaker - Like That its self contained ie no mobile notifications etc
Salt-shaker - dont like I need to place it somewhere Ideally it should change the color of the container itself"
"14446891594762","online","Speaker","speaker system the level of sound is enough Another modality vision is not necessary","dislike placing it in a particular container i dont like the use of ambient light for this particular use case"
"14446891594762","online","Cup","useful at work ambient light might act as a signifier",""
"60479697471513","online","Mill","I liked the prototype but I wouldnt like it to be always on","The constant light will become annoying very quickly some kind of timer that is not triggered by using the mill to only show the light when needed would be nice"
"14446891594762","online","Plant","useful Do not have to remember to water the plant","dont like ideally i would want a system which would water the plant automatically But thats a question for another study"
"60479697471513","online","Plant","I regularily kill my plants so this would be awesome","I think some initial setup would be required to adjust to the different watering needs of diffrent plants As I see plants as decoration and not as tools the constant light wouldnt annoy me with this design as long as its subtle enough"
"60479697471513","online","Cup","I think the solution with the colorchanging mugs is quite a bit better as it doesnt require a battery can be put in the dishwahser and is more subtle",""
"60479697471513","online","Speaker","I just like the idea","Color for good volume should be cutomizable to make the box more individual and to fit the mood"
"90277848306645","online","Mill","",""
"90277848306645","online","Speaker","",""
"90277848306645","online","Cup","",""
"90277848306645","online","Plant","",""
"43021318768022","online","Mill","",""
"43021318768022","online","Cup","",""
"43021318768022","online","Speaker","",""
"43021318768022","online","Plant","",""
"28527011200081","online","Speaker","I think it is neither useful nor useless","It looks cool and futuristic"
"28527011200081","online","Mill","It is useful but a glass mill would do the same job",""
"28527011200081","online","Cup","",""
"28527011200081","online","Plant","",""
"44601486582024","online","Speaker","I simply donâ€˜t need it ","The need of a separate artifact to display volume of ambient noise "
"44601486582024","online","Mill","I donâ€˜t have a use for this because my salt and pepper bottles are transparent","Only useful if you need to Open it"
"44601486582024","online","Plant","I forget to water my plants regularly and this actually provides visual feedback ","Itâ€˜s a Nice idea "
"44601486582024","online","Cup","Donâ€˜t have a use for it","I need a special plate to put my cup onto "
"90999696398818","online","Cup","Its more of a hassle to store and then retrieve and put back and use the prototype than to just wait and check myself if the coffee has the right temperature","RGB looks pretty cool"
"90999696398818","online","Plant","I killed many plants because I forgot to water them so it could definetely help me keep them alive
BUT if I wanted technical gadgets for my plants I would go for an automatic watering system so I dont have to do anything anymore",""
"90999696398818","online","Mill","Not really useful enough to justify buying such a thing I could also just buy refill pepper and then refill when I notice my peppermill is empty and write it on my shopping list",""
"90999696398818","online","Speaker","I can hear how loud the music is so I dont really need to see it as a color","RGB lights are always cool"
